,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
41306818661,,,Helio A22,2GB,16GB,2个,2900-3000以官网信息为准,小米（MI）,Micro USB,1万+,,6A,6月,516.00,,,655599,其他,5.45英寸,145以官网信息为准,2018年
37299150744,,,其他,其他,其他,2个,3400mAh（典型值）,,,4400+,,其他,11月,1399.00,,,596120,IPS,6.21英寸,约162克（含电池）,2018年
100005088618,,,骁龙855,,,2个,4065mAh（典型值）（额定值3975mAh）,OPPO,Type-C,2.2万+,,Reno 10倍变焦版,4月,3999.00,后置三摄,,2340*1080,AMOLED,6.65英寸,约210g,2019年
45033256217,,,麒麟980,,,2个,3750mAh,,Type-C,2900+,,荣耀20,6月,2709.80,后置四摄,,2340*1080,TFT LCD（IPS）,6.26英寸,约174,2019年
45407402691,,,骁龙855,,,2个,3300mAh(typ),,Type-C,4000+,,以官网信息为准,2月,3488.00,,,697416,AMOLED,6.39英寸,173g,2019年
100001107001,八核,2.2GHz  1.8GHz ,--,6GB,128GB,2个,3800,三星（SAMSUNG）,Type-C,1.3万+,2400万像素,SM-A9200,11月,2099.00,4个,2400万+1000万+800万+500万像素,2220 x 1080,Super AMOLED,6.3英寸,183,2018年
44113427992,,,麒麟980,,,2个,3650mAh（典型值）,,Type-C,3100+,,HUAWEI P30,4月,4288.00,后置三摄,,697416,OLED,6.1英寸,165,2019年
18735178017,其他,其他,其他,其他,其他,1个,以官网信息为准,,其他,9800+,700万像素,iPhone X,9月,6148.00,2个,1200万像素,2436×1125,其他,其他,174,2017年
25734318775,八核,其他,其他,4GB,64GB,2个,3000mAh（典型容量）,华为（HUAWEI）,Micro USB,1.9万+,1600万像素,9i,6月,1065.00,2个,1300+200万像素,2280x1080,其他,5.84英寸,约152g（含电池）,2018年
34182462559,,,骁龙660（MSM8976Plus）,其他,其他,2个,3600mAH,,Micro USB,5.8万+,,K1,10月,1199.00,,,697416,OLED,6.4英寸,约156g,2018年
35446355279,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Micro USB,3300+,,nova 3i,8月,1499.00,后置双摄,,697416,TFT,6.3英寸,约169克（含电池）,2018年
33724889499,,,骁龙660（MSM8976Plus）,其他,其他,2个,3600mAH,,Micro USB,5.8万+,,K1,10月,1199.00,,,697416,OLED,6.4英寸,169,2018年
8024543,八核,2.8GHz,骁龙845（SDM845）,8GB,128GB,2个,3730mAh（典型值）,OPPO,Type-C,6.1万+,2500万像素,Find X,以官网信息为准,3999.00,2个,2000万+1600万像素,2340*1080,AMOLED,6.42英寸,186,2018年
45545111915,,,麒麟980,,,2个,0,,Type-C,2700+,,HUAWEI P30,4月,4288.00,后置三摄,,697416,OLED,6.1英寸,165,2019年
44126603482,,,麒麟980,,,2个,3650mAh（典型值）,华为（HUAWEI）,Type-C,2800+,,HUAWEI P30,4月,4288.00,后置三摄,,2340*1080,OLED,6.1英寸,165,2019年
6558982,八核,其他,骁龙450,3GB,32GB,2个,3000mAh（典型容量）,华为（HUAWEI）,Micro USB,82万+,800万像素,荣耀畅玩7C,3月,899.00,2个,1300+200万像素,1440*720,IPS,5.99英寸,约164g(含电池)（备注：受产品配置和制造工艺影响，实际机身重量或有差异，请以实物为准）,2018年
100001054333,八核,2.2GHz,高通骁龙710,6GB,128GB,2个,2×1850mAh（典型值）,,Type-C,1万+,2500万像素,R17 Pro,10月,2699.00,3个,2000+1200万像素,2340*1080,AMOLED,6.4英寸,183,2018年
43294755211,,,麒麟710,6GB,128GB,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,2500+,,nova 4e,3月,1999.00,,,746545,LTPS,6.15英寸,约159克（含电池）,2019年
44684757252,八核,以官网信息为准,骁龙855,8GB,128GB,2个,4000,vivo,Type-C,3万+,2x1200万像素,iQOO,3月,2998.00,3个,1300万+1200万+200万像素,2340*1080,Super AMOLED,其他,196,2019年
40230014021,,,骁龙450,,,2个,4230mAh（典型值）,OPPO,Micro USB,1.1万+,,A5,12月,799.00,后置双摄,,699383,TFT,6.2英寸,168g,2018年
40492063738,,,骁龙450,,,2个,4000mAh(典型值),华为（HUAWEI）,Micro USB,3100+,,以官网信息为准,12月,1099.00,后置双摄,,699383,其他,6.26英寸,约168克(含电池),2018年
44943583778,,,麒麟710,,,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,2500+,,荣耀20i,4月,1369.00,后置三摄,,754689,IPS,6.21英寸,约164克,2019年
39200251076,,,骁龙450,,,2个,4000mAh,,Micro USB,4600+,,华为畅享9,12月,1099.00,,,1520x720,TFT,6.26英寸,168,2018年
38650751431,,,麒麟710,6GB,128GB,2个,4000mAh(典型值）,华为（HUAWEI）,,2600+,,畅享9 Plus,10月,1809.00,,,697416,TFT,6.5英寸,约173g(含电池),2018年
4938566,八核,2.35GHz，1.9GHz,骁龙835,6GB,128GB,2个,3500,三星（SAMSUNG）,Type-C,8.2万+,800万像素,SM-G9550 ,5月,3299.00,1个,1200万像素,2960 x 1440,Super AMOLED,6.1英寸,173,2017年
7381710,八核,"2.2GHz,1.8GHz",SDM660,4GB,64GB,2个,3700,三星（SAMSUNG）,Type-C,1.9万+,2400万像素,SM-G8850,6月,1549.00,2个,2400万+1600万像素,其他,Super AMOLED,6.3英寸(直角)/6.2英寸(圆角)*,191,2018年
28979717304,,,其他,4GB,64GB,2个,0,华为（HUAWEI）,,1.7万+,,荣耀9i,6月,1068.88,,,683880,IPS,5.84英寸,约152 g,2018年
44168135089,,,麒麟710,6GB,64GB,其他,3400（典型值）,华为（HUAWEI）,Micro USB,2100+,,华为畅享9S,3月,1399.00,,,697416,其他,6.21英寸,约160g,2019年
34707945521,,,其他,其他,其他,2个,2×1850mAh（典型值）,,Type-C,3.7万+,,R17 Pro,10月,4299.00,,,2340*1080,AMOLED,6.4英寸,183g,2018年
42282192708,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,2200+,,nova 4e,3月,1799.00,后置三摄,,746545,LTPS,6.15英寸,约159克（含电池）,2019年
32480846400,,,,4GB,64GB,其他,3750mAh（典型值）,,Micro USB,2600+,,以官网信息为准,以官网信息为准,1095.00,,,596120,其他,6.5英寸,以官网信息为准,2018年
100004402678,八核,以官网信息为准,MTK MT6762,4GB,128GB,2个,4030,vivo,Micro USB,4600+,800万像素,Y93s,11月,1298.00,2个,1300+200万像素,1520x720,LCD,6.2英寸,163.5,2018年
40876215227,,,其他,,,2个,3750mAh,,Type-C,2500+,,以官网信息为准,12月,2789.00,后置三摄,,737156,其他,6.4英寸,以官网信息为准,2018年
43757723071,,,骁龙632,,,2个,4000mAh（typ）/3900mAh（min）,,Micro USB,2400+,,红米7,3月,868.00,后置双摄,,596120,其他,6.26英寸,180,2019年
50686614927,,,其他,,,2个,3500,,Type-C,100+,,nova 5 Pro,6月,2999.10,后置四摄,,697416,OLED,6.39英寸,约171克（含电池）,2019年
33276636524,,,骁龙845（SDM845）,6GB,128GB,2个,3000mAh （typ）,,Type-C,3000+,,小米8 屏幕指纹版,9月,1878.00,,,596120,其他,6.21英寸,177,2018年
40223161444,,,其他,,,2个,4230mAh（典型值）,OPPO,Micro USB,1.6万+,,A5,12月,799.00,后置双摄,,1520*720,TFT,6.2英寸,168g,2018年
48272179332,,,麒麟980,8GB,128GB,2个,3750mAh（典型值）,,Type-C,800+,,以官网信息为准,5月,2699.80,,,2340*1080,TFT LCD（IPS）,6.26英寸,约174g,2019年
32921967814,,,骁龙660（AIE）,,,2个,3350mAh,小米（MI）,Type-C,7900+,,小米8青春版,9月,1286.00,后置双摄,,683880,其他,6.26英寸,169,2018年
100000982018,八核,2 x Cortex-A76 Based 2.6GHz+ 2 x Cortex-A76 Based 1.92GHz + 4 x Cortex-A55 1.8GHz,麒麟980,8GB,512GB,2个,4200（典型值）,华为（HUAWEI）,Type-C,3200+,2400万像素,HUAWEI Mate 20 RS 保时捷设计,10月,12999.00,3个,4000万+2000万+800万像素,3120x1440,OLED,6.39 英寸,187,2018年
26814532881,,,其他,3GB,32GB,2个,3000mAh（典型容量）,,Micro USB,1.1万+,,7A,以官网信息为准,668.00,,,596120,其他,5.7英寸,约150g（含电池）,2018年
34660516007,,,麒麟980,6GB,128GB,2个,4000mAh,,Type-C,2600+,,华为mate20,10月,3699.00,,,728961,TFT,6.53英寸,约188g,2018年
42666559225,,,骁龙675,,,2个,以官网发布为准,,Type-C,2500+,,note7pro,3月,1398.00,后置双摄,,697416,其他,6.3英寸,186,2019年
28209436599,,,骁龙632,,,2个,3600,魅族（MEIZU）,Micro USB,4900+,,魅族note8,10月,785.00,后置双摄,,659074,其他,6.0英寸,168,2018年
45034043172,,,麒麟980,,,2个,4000mAh,华为（HUAWEI）,Type-C,1200+,,荣耀20PRO,6月,3209.80,后置四摄,,754689,TFT LCD（IPS）,6.26英寸,182g,2019年
48155000273,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,400+,,SEA-AL10,6月,2999.00,后置四摄,,754689,OLED,6.39英寸,约171克,2019年
47756838413,,,麒麟980,,,2个,4000,华为（HUAWEI）,Micro USB,400+,,荣耀20Pro,6月,3199.00,后置四摄,,697416,TFT LCD（IPS）,6.26英寸,182g,2019年
50074585244,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,500+,,华为nova5Pro,6月,2999.00,后置四摄,,697416,OLED,6.39英寸,约171克（含电池）,2019年
29515087781,,,其他,,,1个,0,Apple,Lightning（iPhone）,3400+,,0,9月,4540.00,后置双摄,,683870,其他,5.5英寸,0,2017年
50130099406,,,麒麟980,8GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,400+,,nova5 pro,6月,2999.10,,,754689,OLED,6.39 英寸,约171克（含电池）,2019年
100002338246,八核,2.8GHz,骁龙845（SDM845）,10GB,128GB,2个,3500,vivo,Type-C,1.6万+,其他,NEX双屏版,12月,4998.00,3个,无,2340*1080,AMOLED,6.39 英寸,199.2g,2018年
31301071649,,,麒麟980,,,2个,3500mAh（典型值）,,Type-C,1300+,,荣耀Magic2,10月,2518.00,后置双摄,,697416,AMOLED,6.39 英寸,约206克,2018年
49919351279,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,400+,,nova 5 Pro,6月,2999.00,后置四摄,,697416,OLED,6.39 英寸,约171克（含电池）,2019年
36016855981,,,麒麟980,8GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,800+,,荣耀Magic2,10月,2999.00,,,697416,AMOLED,6.39 英寸,约206g（含电池）,2018年
50553927840,,,麒麟710,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,600+,,华为nova5i,6月,2209.00,后置四摄,,以官网信息为准,其他,6.4英寸,178,2019年
44149919977,,,麒麟980,,,2个,3650mAh（典型值）,华为（HUAWEI）,Type-C,2400+,,华为p30,3月,4288.00,后置三摄,,754689,其他,6.1英寸,165,2019年
34662570637,,,麒麟980,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,1700+,,Mate 20,10月,3699.00,后置三摄,,2244*1080,TFT,6.53英寸,约188克（含电池）,2018年
35376039472,,,麒麟710,,,2个,4000,华为（HUAWEI）,Micro USB,1500+,,华为畅享9PLUS,10月,1499.00,后置双摄,,697416,TFT,6.5英寸,约173,2018年
48267517940,,,麒麟980,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,900+,,荣耀20,5月,3009.00,后置四摄,,754689,TFT LCD（IPS）,6.26英寸,约174g,2019年
48432661223,,,麒麟980,,,2个,4000mAh,华为（HUAWEI）,Type-C,500+,,荣耀20PRO,6月,3199.50,,,754689,TFT LCD（IPS）,6.26英寸,182,2019年
37292910638,,,其他,4GB,64GB,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,3500+,,荣耀10青春版,11月,1099.00,,,596120,TFT LCD（IPS）,6.21英寸,约162克（含电池）,2018年
46310540571,,,骁龙450,,,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,4300+,,华为畅享9,12月,1399.00,后置双摄,,以官网信息为准,TFT,6.26英寸,168,2018年
47692719968,,,麒麟980,8GB,128GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,600+,3200万像素,荣耀20,6月,2699.80,,4800万+1600万+200万像素,2340*1080,TFT LCD（IPS）,6.26英寸,约174g,2019年
47784189130,,,其他,,,2个,3500mAh（典型值）,,Type-C,300+,,nova 5 Pro,6月,2999.00,后置四摄,,754689,OLED,6.39 英寸,约171克,2019年
47288556744,,,麒麟710F,,,2个,4000,华为（HUAWEI）,Micro USB,700+,,畅享9 Plus,10月,1349.00,后置双摄,,2340*1080,TFT,6.5英寸,约173g,2018年
39924726832,,,,8GB,128GB,2个,3750（典型值）,华为（HUAWEI）,Type-C,700+,2500万像素,nova4,12月,2799.10,,4800万+1600万+200万像素,2310*1080,其他,6.4英寸,约172,2018年
47025328455,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,1200+,,HUAWEI P30 Pro,4月,5488.00,后置三摄,,2340×1080,OLED,6.47英寸,192（以实际为准）,2019年
47176525875,,,其他,,,2个,4000,华为（HUAWEI）,Type-C,600+,,荣耀20pro,6月,3199.80,后置四摄,,697416,其他,6.26英寸,182g,2019年
7701235,八核,以官网信息为准,高通骁龙660,6GB,128GB,2个,3100,美图（Meitu）,Type-C,3.6万+,1200万+500万像素,美图T9,6月,1999.00,2个,1200+500万像素,2160*1080,AMOLED,6.0英寸,183,2018年
38452314066,,,其他,4GB,64GB,2个,其他,华为（HUAWEI）,,3100+,,畅享9,以官网信息为准,1099.00,,,596120,其他,6.26英寸,其他,2018年
48552792596,,,麒麟980,,,2个,4000mAh,,Type-C,400+,,荣耀20PRO,6月,3499.50,后置三摄,,754689,TFT LCD（IPS）,6.26英寸,182,2019年
50079763911,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,300+,,华为Nova5pro,6月,2999.00,后置四摄,,754689,OLED,6.39 英寸,约171克（含电池）,2019年
16580068432,其他,以官网信息为准,其他,其他,其他,1个,以官网信息为准,Apple,其他,2.1万+,700万像素,iPhone X,以官网信息为准,6148.00,2个,1200万像素,其他,其他,5.8英寸,174,2017年
40328805769,,,其他,,,2个,4000mAh(典型值）,华为（HUAWEI）,Micro USB,1800+,,畅享9 Plus,以官网信息为准,1678.00,后置双摄,,2340*1080,其他,6.5英寸,约173g(含电池),2018年
44141383848,,,麒麟980,,,2个,4200mAh,,Type-C,1400+,,P30Pro,4月,5488.00,后置四摄,,754689,OLED,6.47英寸,192,2019年
33693225036,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Micro USB,1200+,,nova 3i,8月,1499.00,后置双摄,,697416,TFT,6.3英寸,约169克（含电池）,2018年
3315699,其他,--,--,其他,其他,1个,760mAh,,Micro USB,5.8万+,无,小米,以官网信息为准,169.00,无,无,其他,其他,其他,40g,2016年
34640640658,,,麒麟980,,,2个,4000mAh,,Type-C,4600+,,Mate 20,10月,3699.00,后置双摄,,728961,TFT,6.53英寸,约188克（含电池）,2018年
44126513764,,,骁龙675,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,2000+,,红米Note7 Pro,3月,1408.00,后置双摄,,697416,其他,6.3英寸,186,2019年
43071641472,八核,4×Cortex-A73 2.2GHz+4×Cor,麒麟710,6GB,128GB,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,900+,3200万像素,nova4e,3月,1999.00,3个,2400万+800万+200万像素,2312*1080,LTPS,6.15英寸,约159克（含电池）,2019年
50259390531,,,麒麟980,,,2个,3500mAh（典型值）,,Type-C,300+,,nova 5 Pro,6月,2999.00,后置四摄,,754689,OLED,6.39英寸,约171克（含电池）,2019年
35084806675,八核,以官网信息为准,麒麟980,8GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,1700+,1600万+ 200万+ 200万像素,荣耀Magic2,10月,2525.00,3个,2400万+1600万+1600万像素,2340*1080,AMOLED,6.39 英寸,约206克,2018年
47669787077,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,200+,,nova 5 pro,6月,2999.00,后置四摄,,2340*1080,OLED,6.39 英寸,约171克（含电池）,2019年
100004542252,其他,其他,其他,其他,其他,2个,1700,飞利浦（Philips）,Micro USB,3.7万+,无,E319,3月,239.00,1个,30万像素,240*320,TFT,2.8英寸,112,2019年
50647930915,,,麒麟710,,,2个,4000mAh,,Type-C,200+,,华为nova 5i,6月,1999.00,后置四摄,,2310*1080,LTPS,6.4英寸,178,2019年
34371096358,,,其他,其他,其他,2个,3600mAh（典型值）,,Micro USB,6700+,,R15x,10月,1699.00,,,2340*1080,OLED,6.4英寸,约156g,2018年
28208643271,,,,6GB,128GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,1.3万+,,荣耀play,6月,1899.00,,,596120,其他,6.3英寸,约176克,2018年
41015450512,,,骁龙660（MSM8976Plus）,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,3200+,,note7,1月,1158.00,后置双摄,,697416,其他,6.3英寸,186,2019年
32900582799,八核,--,麒麟710,6GB,128GB,2个,3750mAh（典型值）,,Micro USB,1700+,1600万像素,荣耀8X,9月,1528.00,2个,2000万像素,2340*1080,其他,6.5英寸,约175克（含电池）（备注：以实物为准）,2018年
40306416571,八核,--,其他,4GB,64GB,2个,3000mAh（typ）,小米（MI）,Micro USB,1500+,800万像素,小米Play,以官网信息为准,756.00,2个,双1200万像素,其他,其他,5.84英寸,约150,2018年
17462145865,,,Helio A22,2GB,16GB,2个,2900-3000以官方信息为准,小米（MI）,Micro USB,6000+,,红米6A,6月,515.00,,,655599,其他,5.45英寸,145    以官网信息为准,2018年
45613346120,,,麒麟710F,,,2个,3400mAh（典型值） 3320mAh（最小值）,,Micro USB,1100+,,荣耀20i,4月,1389.00,后置三摄,,2340*1080,IPS,6.21英寸,约164克,2019年
47796045408,,,麒麟980,,,2个,3500mAh（典型值）,,Type-C,200+,,nova 5 Pro,6月,2999.00,后置四摄,,754689,OLED,6.39英寸,约171克（含电池）,2019年
45492101203,,,麒麟710F,,,2个,3400mAh（典型值） 3320mAh（最小值）,华为（HUAWEI）,Micro USB,1400+,,荣耀20i,4月,1399.00,后置三摄,,754689,IPS,6.21英寸,约164克,2019年
47664479625,,,骁龙855,,,2个,4000（typ）/3900（min）,小米（MI）,Type-C,1200+,,K20pro,5月,2799.10,后置三摄,,697416,AMOLED,6.39英寸,约191,2019年
40352597615,,,麒麟980,,,2个,4000mAh（典型值）,,Type-C,800+,,荣耀V20,12月,2899.00,后置双摄,,737156,其他,6.4英寸,约180,2018年
29242698126,,,Helio A22,,,2个,3000mAh（typ）/2900mAh（min）,小米（MI）,Micro USB,4500+,,红米6A,6月,518.00,后置单摄,,655599,其他,5.45英寸,145,2018年
49985436446,,,麒麟980,,,2个,3500mAh,,Type-C,200+,,华为nova 5 Pro,6月,3009.00,后置四摄,,697416,LTPS,6.39 英寸,约171克,2019年
41859515416,八核,以官网信息为准,骁龙712,6GB,64GB,2个,3070mAh（typ）,小米（MI）,Type-C,1500+,2000万像素,小米9SE,3月,1775.00,3个,4800万+1300万+800万像素,2340*1080,AMOLED,5.97英寸,以官网信息为准,2019年
31942713664,,,麒麟710,,,2个,3750mAh（典型值） 3650mAh（额定值）,华为（HUAWEI）,Micro USB,6000+,,荣耀8X,9月,1509.00,后置单摄,,2340*1080,IPS,6.5英寸,175,2018年
44497359365,,,骁龙855,8GB,128GB,2个,3300mAh(typ),,Type-C,900+,,以官网信息为准,2月,2908.00,,,697416,AMOLED,6.39英寸,173,2019年
34707755392,八核,2.0GHz,其他,其他,其他,2个,3500mAh（典型值）,,Type-C,3.7万+,2500万像素,R17,10月,2499.00,2个,1600万+500万像素,2340*1080,AMOLED,6.4英寸,182g,2018年
48754837175,,,骁龙855,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,800+,,Redmi K20pro,5月,2799.00,后置三摄,,697416,其他,6.39 英寸,191,2019年
32941899414,,,其他,,,2个,以官网信息为准,,Lightning（iPhone）,3000+,,iPhone XR,10月,5328.00,后置单摄,,其他,LCD,6.1英寸,194,2018年
29913827209,,,其他,6GB,64GB,2个,3400mAh（典型值） 3320mAh（最小,华为（HUAWEI）,Micro USB,1000+,,荣耀20i,4月,1399.10,,,754689,IPS,6.21英寸,1约164克（含电池）,2019年
100001491565,其他,其他,其他,其他,其他,2个,1000,,Micro USB,3.2万+,无,E107,以官网信息为准,99.00,无,无,其他,其他,1.77英寸,78,2018年
37364777942,八核,--,--,4GB,64GB,2个,3400,华为（HUAWEI）,Micro USB,1000+,2400万像素,荣耀10青春版,11月,1095.00,2个,1300+200万像素,其他,其他,6.21英寸,162,2018年
38886901684,四核,--,--,2GB,16GB,2个,3020,其他品牌,Micro USB,2400+,500万像素,畅玩7,5月,454.80,1个,1300万像素,其他,其他,5.45英寸,约142(含电池),2018年
50545296769,,,麒麟710,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,100+,,nova 5i,6月,1999.00,后置四摄,,737156,LTPS,6.4英寸,178,2019年
5489675,十核,官网信息为准,X30,6GB,128GB,2个,以官网信息为准,美图（Meitu）,Type-C,1.8万+,2x1200万像素,美图V6,以官网信息为准,1399.00,2个,2x1200万像素+500万像素,1920*1080,AMOLED,5.5英寸,188.6,2017年
44268657049,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,400+,,nova 4e,3月,1999.00,后置三摄,,2312×1080,LTPS,6.15英寸,约159克（含电池）,2019年
25547995338,,,,其他,其他,1个,0,Apple,,2万+,,0,9月,4515.00,,,596120,其他,5.5英寸,0,2017年
35699250627,,,麒麟980,8GB,128GB,2个,3500mAh（典型值）,,Type-C,900+,,以官网信息为准,10月,2539.10,,,697416,其他,6.39 英寸,约206克（含电池）实际重量可能有所差异,2018年
100001570996,其他,其他,其他,其他,其他,2个,1000,飞利浦（Philips）,Micro USB,8万+,无,E108,10月,99.00,无,无,240*320以下,TFT,1.77英寸,72,2018年
44145379793,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,2600+,,华为p30pro,3月,5488.00,后置三摄,,754689,OLED,6.47英寸,192,2019年
49286845422,,,麒麟980,其他,其他,2个,3650mAh（典型值）,,Type-C,2200+,,P30,4月,4288.00,,,754689,OLED,6.1英寸,165（以实际为准）,2019年
37299954505,,,其他,,,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,4200+,,荣耀10青春版,11月,1488.00,后置双摄,,596120,IPS,6.21英寸,约162克,2018年
